qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sscinames	stitle	sblastnames
comp55349_c0_seq1	sp|P62264|RS14_MOUSE	100.00	140	0	0	25	444	1	140	6e-99	 289	N/A	40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3	N/A
comp55350_c0_seq1	sp|P05782|K1C3_XENLA	73.81	168	43	1	13	516	111	277	3e-81	 249	N/A	Keratin, type I cytoskeletal 47 kDa (Fragment) OS=Xenopus laevis GN=xk81b1 PE=3 SV=2	N/A
comp55350_c0_seq2	sp|Q9Z2K1|K1C16_MOUSE	70.67	75	22	0	2	226	344	418	8e-27	 107	N/A	Keratin, type I cytoskeletal 16 OS=Mus musculus GN=Krt16 PE=1 SV=3	N/A
comp55350_c0_seq3	sp|P05782|K1C3_XENLA	70.30	165	48	1	13	507	111	274	4e-77	 238	N/A	Keratin, type I cytoskeletal 47 kDa (Fragment) OS=Xenopus laevis GN=xk81b1 PE=3 SV=2	N/A
comp55350_c0_seq4	sp|Q9QWL7|K1C17_MOUSE	53.53	170	64	1	2	511	266	420	6e-36	 135	N/A	Keratin, type I cytoskeletal 17 OS=Mus musculus GN=Krt17 PE=1 SV=3	N/A
comp55362_c0_seq1	sp|Q8TGM6|TAR1_YEAST	79.31	29	6	0	155	241	43	71	2e-07	51.2	N/A	Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAR1 PE=2 SV=1	N/A
comp55362_c0_seq4	sp|Q8TGM6|TAR1_YEAST	79.31	29	6	0	165	251	43	71	1e-07	51.6	N/A	Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAR1 PE=2 SV=1	N/A
comp55387_c0_seq1	sp|O00370|LORF2_HUMAN	100.00	62	0	0	344	159	484	545	2e-54	 125	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55387_c0_seq1	sp|O00370|LORF2_HUMAN	96.15	52	2	0	156	1	547	598	2e-54	 106	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55412_c0_seq1	sp|P62909|RS3_RAT	99.39	164	1	0	3	494	65	228	2e-114	 333	N/A	40S ribosomal protein S3 OS=Rattus norvegicus GN=Rps3 PE=1 SV=1	N/A
comp55445_c0_seq1	sp|P20742|PZP_HUMAN	35.66	244	154	2	50	772	738	981	3e-46	 171	N/A	Pregnancy zone protein OS=Homo sapiens GN=PZP PE=1 SV=4	N/A
comp55446_c0_seq1	sp|P02537|K1C0_XENLA	72.73	143	39	0	1	429	238	380	1e-64	 210	N/A	Keratin-3, type I cytoskeletal 51 kDa OS=Xenopus laevis PE=2 SV=1	N/A
comp55446_c0_seq2	sp|P02537|K1C0_XENLA	72.86	140	38	0	2	421	241	380	4e-61	 201	N/A	Keratin-3, type I cytoskeletal 51 kDa OS=Xenopus laevis PE=2 SV=1	N/A
comp55446_c1_seq1	sp|Q6IFW6|K1C10_RAT	57.63	59	25	0	1	177	394	452	1e-15	79.3	N/A	Keratin, type I cytoskeletal 10 OS=Rattus norvegicus GN=Krt10 PE=3 SV=1	N/A
comp55460_c1_seq1	sp|Q8N2A0|CX062_HUMAN	76.92	52	12	0	257	102	105	156	4e-19	81.6	N/A	Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	N/A
comp55469_c0_seq1	sp|Q8TGM7|ART2_YEAST	62.75	51	19	0	868	716	1	51	2e-10	62.4	N/A	Putative uncharacterized protein ART2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ART2 PE=5 SV=1	N/A
comp55488_c0_seq1	sp|Q9NBX4|RTXE_DROME	38.16	76	45	1	245	18	433	506	2e-12	67.0	N/A	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1	N/A
comp55514_c0_seq1	sp|Q9IA97|B2MG_XENLA	46.67	45	24	0	3	137	71	115	6e-06	43.9	N/A	Beta-2-microglobulin OS=Xenopus laevis GN=b2m PE=3 SV=1	N/A
comp55516_c0_seq1	sp|Q5REU2|RL23_PONAB	100.00	58	0	0	17	190	83	140	2e-35	 123	N/A	60S ribosomal protein L23 OS=Pongo abelii GN=RPL23 PE=2 SV=1	N/A
comp55516_c0_seq2	sp|P62832|RL23_RAT	100.00	106	0	0	2	319	35	140	1e-70	 214	N/A	60S ribosomal protein L23 OS=Rattus norvegicus GN=Rpl23 PE=2 SV=1	N/A
comp55518_c1_seq1	sp|Q35920|ATP6_SALSA	52.97	219	102	1	125	778	8	226	7e-52	 176	N/A	ATP synthase subunit a OS=Salmo salar GN=mt-atp6 PE=3 SV=3	N/A
comp55518_c1_seq2	sp|Q35920|ATP6_SALSA	59.88	172	68	1	321	833	55	226	1e-50	 173	N/A	ATP synthase subunit a OS=Salmo salar GN=mt-atp6 PE=3 SV=3	N/A
comp55518_c1_seq3	sp|Q36964|ATP6_ONCMA	60.47	172	68	0	108	623	47	218	5e-54	 179	N/A	ATP synthase subunit a (Fragment) OS=Oncorhynchus masou GN=mt-atp6 PE=3 SV=1	N/A
comp55520_c2_seq1	sp|P35072|TCB1_CAEBR	38.97	272	164	2	1054	242	3	273	3e-54	 190	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp55520_c2_seq2	sp|P35072|TCB1_CAEBR	38.97	272	164	2	597	1409	3	273	3e-54	 190	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp55523_c0_seq1	sp|Q95SX7|RTBS_DROME	31.65	79	54	0	239	3	807	885	8e-11	61.6	N/A	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1	N/A
comp55527_c0_seq1	sp|P0CT40|TF29_SCHPO	48.48	66	34	0	2	199	457	522	2e-14	72.0	N/A	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1	N/A
comp55558_c0_seq1	sp|P50656|COX1_ANAPL	83.84	99	16	0	302	6	4	102	7e-54	 170	N/A	Cytochrome c oxidase subunit 1 (Fragment) OS=Anas platyrhynchos GN=MT-CO1 PE=3 SV=1	N/A
comp55558_c0_seq2	sp|Q36347|COX1_CAPHI	83.64	55	9	0	215	51	1	55	6e-25	93.6	N/A	Cytochrome c oxidase subunit 1 (Fragment) OS=Capra hircus GN=MT-CO1 PE=3 SV=1	N/A
comp55558_c0_seq3	sp|O03521|COX1_CASBE	88.89	171	19	0	535	23	74	244	5e-66	 211	N/A	Cytochrome c oxidase subunit 1 (Fragment) OS=Casuarius bennetti GN=MT-CO1 PE=3 SV=1	N/A
comp55563_c0_seq1	sp|Q28153|CELA1_BOVIN	72.58	62	17	0	2	187	149	210	1e-14	69.3	N/A	Chymotrypsin-like elastase family member 1 OS=Bos taurus GN=CELA1 PE=2 SV=1	N/A
comp55563_c0_seq2	sp|Q28153|CELA1_BOVIN	72.90	107	29	0	2	322	149	255	2e-38	 137	N/A	Chymotrypsin-like elastase family member 1 OS=Bos taurus GN=CELA1 PE=2 SV=1	N/A
comp55573_c0_seq1	sp|P30122|CEL_BOVIN	68.15	336	107	0	1	1008	137	472	4e-170	 493	N/A	Bile salt-activated lipase (Fragment) OS=Bos taurus GN=CEL PE=1 SV=2	N/A
comp55579_c0_seq1	sp|P68200|RS27A_ICTPU	100.00	118	0	0	32	385	1	118	2e-51	 166	N/A	Ubiquitin-40S ribosomal protein S27a OS=Ictalurus punctatus GN=rps27a PE=2 SV=2	N/A
comp55579_c0_seq2	sp|P68200|RS27A_ICTPU	95.83	48	2	0	38	181	109	156	9e-29	 105	N/A	Ubiquitin-40S ribosomal protein S27a OS=Ictalurus punctatus GN=rps27a PE=2 SV=2	N/A
comp55579_c0_seq3	sp|P18101|RL40_DROME	100.00	64	0	0	32	223	1	64	3e-39	 132	N/A	Ubiquitin-60S ribosomal protein L40 OS=Drosophila melanogaster GN=RpL40 PE=1 SV=2	N/A
comp55593_c0_seq1	sp|P14872|ALBUB_XENLA	43.62	603	335	4	29	1831	1	600	7e-170	 506	N/A	Serum albumin B OS=Xenopus laevis GN=alb-b PE=2 SV=2	N/A
comp55593_c0_seq1	sp|P14872|ALBUB_XENLA	20.30	394	290	10	683	1843	30	406	2e-08	61.2	N/A	Serum albumin B OS=Xenopus laevis GN=alb-b PE=2 SV=2	N/A
comp55607_c0_seq1	sp|P21328|RTJK_DROME	32.63	95	63	1	2	286	488	581	2e-09	58.2	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp55609_c0_seq1	sp|P62850|RS24_RAT	100.00	30	0	0	17	106	89	118	3e-11	59.3	N/A	40S ribosomal protein S24 OS=Rattus norvegicus GN=Rps24 PE=2 SV=1	N/A
comp55609_c0_seq2	sp|Q5RAQ8|RS24_PONAB	99.15	118	1	0	25	378	1	118	1e-63	 198	N/A	40S ribosomal protein S24 OS=Pongo abelii GN=RPS24 PE=2 SV=1	N/A
comp55610_c0_seq1	sp|Q9NS71|GKN1_HUMAN	41.49	188	99	4	2	532	6	193	2e-18	84.3	N/A	Gastrokine-1 OS=Homo sapiens GN=GKN1 PE=2 SV=3	N/A
comp55611_c0_seq1	sp|P84175|RS12_CHICK	97.03	101	3	0	50	352	1	101	1e-65	 202	N/A	40S ribosomal protein S12 OS=Gallus gallus GN=RPS12 PE=1 SV=2	N/A
comp55611_c0_seq2	sp|P84175|RS12_CHICK	97.73	132	3	0	50	445	1	132	4e-89	 263	N/A	40S ribosomal protein S12 OS=Gallus gallus GN=RPS12 PE=1 SV=2	N/A
comp55618_c0_seq1	sp|P03922|NU5M_XENLA	58.50	200	80	2	11	601	351	550	2e-58	 199	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Xenopus laevis GN=mt-nd5 PE=3 SV=1	N/A
comp55618_c0_seq2	sp|P03922|NU5M_XENLA	46.67	45	24	0	75	209	528	572	6e-08	52.4	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Xenopus laevis GN=mt-nd5 PE=3 SV=1	N/A
comp55622_c0_seq1	sp|Q91XA9|CHIA_MOUSE	55.56	216	89	2	1	645	264	473	1e-65	 216	N/A	Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2	N/A
comp55628_c0_seq1	sp|O54761|ALMS_SPETR	50.20	245	122	0	163	897	42	286	3e-70	 229	N/A	Alpha-1-antitrypsin-like protein GS55-MS OS=Spermophilus tridecemlineatus PE=2 SV=1	N/A
comp55633_c0_seq1	sp|Q8I7P9|POL5_DROME	40.82	98	55	1	291	7	371	468	8e-15	73.9	N/A	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp55633_c0_seq2	sp|Q8I7P9|POL5_DROME	43.86	114	58	4	449	114	447	556	5e-19	88.2	N/A	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp55633_c1_seq1	sp|P20825|POL2_DROME	42.47	73	37	3	2	217	530	598	1e-06	48.9	N/A	Retrovirus-related Pol polyprotein from transposon 297 OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp55633_c1_seq2	sp|Q8I7P9|POL5_DROME	34.62	78	47	2	1	231	456	530	4e-07	50.4	N/A	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp55647_c0_seq1	sp|O00370|LORF2_HUMAN	92.68	82	6	0	1	246	1187	1268	1e-47	 167	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55647_c0_seq2	sp|O00370|LORF2_HUMAN	97.22	72	2	0	1	216	1187	1258	3e-43	 154	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55650_c0_seq1	sp|O00370|LORF2_HUMAN	87.91	91	11	0	273	1	201	291	6e-41	 149	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55650_c1_seq1	sp|O00370|LORF2_HUMAN	94.79	96	5	0	2	289	278	373	8e-53	 182	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55666_c0_seq1	sp|P11369|LORF2_MOUSE	32.87	143	95	1	644	216	1114	1255	4e-14	75.1	N/A	LINE-1 retrotransposable element ORF2 protein OS=Mus musculus GN=Pol PE=1 SV=2	N/A
comp55669_c0_seq1	sp|P39872|RL3_BOVIN	92.02	163	13	0	50	538	240	402	2e-103	 311	N/A	60S ribosomal protein L3 OS=Bos taurus GN=RPL3 PE=2 SV=2	N/A
comp55671_c0_seq1	sp|P33621|APOA4_MACFA	40.30	134	80	0	3	404	41	174	1e-28	 114	N/A	Apolipoprotein A-IV OS=Macaca fascicularis GN=APOA4 PE=2 SV=1	N/A
comp55671_c0_seq1	sp|P33621|APOA4_MACFA	29.17	120	85	0	42	401	142	261	2e-07	53.5	N/A	Apolipoprotein A-IV OS=Macaca fascicularis GN=APOA4 PE=2 SV=1	N/A
comp55671_c0_seq2	sp|P33621|APOA4_MACFA	42.13	178	103	0	3	536	41	218	1e-43	 155	N/A	Apolipoprotein A-IV OS=Macaca fascicularis GN=APOA4 PE=2 SV=1	N/A
comp55671_c0_seq2	sp|P33621|APOA4_MACFA	26.58	158	116	0	51	524	145	302	7e-12	66.6	N/A	Apolipoprotein A-IV OS=Macaca fascicularis GN=APOA4 PE=2 SV=1	N/A
comp55671_c0_seq2	sp|P33621|APOA4_MACFA	29.45	146	77	5	24	428	228	358	7e-06	48.9	N/A	Apolipoprotein A-IV OS=Macaca fascicularis GN=APOA4 PE=2 SV=1	N/A
comp55675_c0_seq1	sp|P50446|K2C6A_MOUSE	74.44	360	90	1	88	1167	118	475	0.0	 537	N/A	Keratin, type II cytoskeletal 6A OS=Mus musculus GN=Krt6a PE=2 SV=3	N/A
comp55675_c0_seq2	sp|Q6P6Q2|K2C5_RAT	68.75	176	55	0	19	546	324	499	2e-68	 224	N/A	Keratin, type II cytoskeletal 5 OS=Rattus norvegicus GN=Krt5 PE=1 SV=1	N/A
comp55675_c0_seq3	sp|Q8BGZ7|K2C75_MOUSE	67.52	117	34	1	88	438	116	228	4e-48	 167	N/A	Keratin, type II cytoskeletal 75 OS=Mus musculus GN=Krt75 PE=1 SV=1	N/A
comp55699_c0_seq1	sp|Q9GMY8|PEPA_SORUN	73.68	57	15	0	1	171	331	387	5e-24	98.6	N/A	Pepsin A OS=Sorex unguiculatus GN=PGA PE=2 SV=1	N/A
comp55727_c0_seq1	sp|Q9UN81|LORF1_HUMAN	93.10	116	8	0	3	350	223	338	2e-68	 218	N/A	LINE-1 retrotransposable element ORF1 protein OS=Homo sapiens GN=L1RE1 PE=1 SV=1	N/A
comp55727_c1_seq1	sp|O00370|LORF2_HUMAN	96.51	86	3	0	3	260	98	183	1e-49	 173	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55727_c1_seq2	sp|O00370|LORF2_HUMAN	91.67	48	4	0	104	247	136	183	4e-35	94.0	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55727_c1_seq2	sp|O00370|LORF2_HUMAN	100.00	35	0	0	3	107	102	136	4e-35	73.9	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp55738_c0_seq1	sp|P62972|UBIQP_XENLA	98.51	67	1	0	16	216	63	129	7e-40	 134	N/A	Polyubiquitin (Fragment) OS=Xenopus laevis PE=1 SV=2	N/A
comp55738_c0_seq1	sp|P62972|UBIQP_XENLA	100.00	53	0	0	58	216	1	53	2e-29	 107	N/A	Polyubiquitin (Fragment) OS=Xenopus laevis PE=1 SV=2	N/A
comp55738_c0_seq1	sp|P62972|UBIQP_XENLA	96.55	29	1	0	16	102	139	167	1e-11	60.8	N/A	Polyubiquitin (Fragment) OS=Xenopus laevis PE=1 SV=2	N/A
comp55738_c0_seq2	sp|P23398|UBIQP_STRPU	98.55	69	1	0	2	208	41	109	2e-41	 137	N/A	Polyubiquitin (Fragment) OS=Strongylocentrotus purpuratus PE=2 SV=2	N/A
comp55738_c0_seq2	sp|P23398|UBIQP_STRPU	96.97	33	1	0	110	208	1	33	6e-15	68.9	N/A	Polyubiquitin (Fragment) OS=Strongylocentrotus purpuratus PE=2 SV=2	N/A
comp55748_c0_seq1	sp|Q13231|CHIT1_HUMAN	53.19	47	22	0	107	247	419	465	1e-11	64.3	N/A	Chitotriosidase-1 OS=Homo sapiens GN=CHIT1 PE=1 SV=1	N/A
comp55751_c0_seq1	sp|P63018|HSP7C_RAT	98.33	420	7	0	2	1261	175	594	0.0	 761	N/A	Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1	N/A
comp55751_c0_seq2	sp|Q5NVM9|HSP7C_PONAB	97.45	353	9	0	2	1060	175	527	0.0	 616	N/A	Heat shock cognate 71 kDa protein OS=Pongo abelii GN=HSPA8 PE=2 SV=2	N/A
comp55799_c0_seq1	sp|Q5DU56|NLRC3_MOUSE	89.66	29	3	0	457	371	1	29	8e-10	65.5	N/A	Protein NLRC3 OS=Mus musculus GN=Nlrc3 PE=2 SV=2	N/A
comp55799_c0_seq2	sp|Q5DU56|NLRC3_MOUSE	89.66	29	3	0	666	580	1	29	1e-08	62.0	N/A	Protein NLRC3 OS=Mus musculus GN=Nlrc3 PE=2 SV=2	N/A
comp55834_c0_seq1	sp|P21328|RTJK_DROME	38.84	121	67	3	46	399	480	596	6e-13	69.7	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp55840_c0_seq1	sp|P14046|A1I3_RAT	33.73	418	242	8	3	1154	1056	1472	5e-68	 245	N/A	Alpha-1-inhibitor 3 OS=Rattus norvegicus GN=A1i3 PE=1 SV=1	N/A
comp55840_c0_seq2	sp|Q05049|MUC1_XENLA	59.46	37	15	0	142	252	307	343	4e-09	56.6	N/A	Integumentary mucin C.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp55840_c0_seq2	sp|Q05049|MUC1_XENLA	56.76	37	16	0	142	252	526	562	3e-08	53.9	N/A	Integumentary mucin C.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp55840_c0_seq2	sp|Q05049|MUC1_XENLA	50.00	42	21	0	127	252	349	390	4e-06	47.8	N/A	Integumentary mucin C.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp55840_c0_seq2	sp|Q05049|MUC1_XENLA	47.50	40	21	0	133	252	570	609	1e-05	46.6	N/A	Integumentary mucin C.1 (Fragment) OS=Xenopus laevis PE=2 SV=1	N/A
comp55840_c0_seq3	sp|Q00223|XP4_XENLA	75.00	100	24	1	89	385	21	120	3e-47	 158	N/A	Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1	N/A
comp55840_c0_seq3	sp|Q00223|XP4_XENLA	47.00	100	51	2	86	382	120	218	4e-21	90.1	N/A	Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1	N/A
comp55857_c0_seq1	sp|P14087|ANXA1_CAVCU	65.31	196	67	1	14	601	150	344	1e-89	 275	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq1	sp|P14087|ANXA1_CAVCU	29.63	135	89	3	206	607	58	187	1e-06	52.0	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq2	sp|P14087|ANXA1_CAVCU	67.63	278	89	1	20	853	68	344	2e-133	 390	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq2	sp|P14087|ANXA1_CAVCU	27.34	267	158	7	164	937	44	283	2e-11	67.8	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq2	sp|P14087|ANXA1_CAVCU	32.26	124	79	2	20	379	224	346	1e-07	56.2	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq3	sp|P14087|ANXA1_CAVCU	65.31	196	67	1	14	601	150	344	1e-89	 275	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq3	sp|P14087|ANXA1_CAVCU	29.93	147	97	3	206	643	58	199	2e-07	54.3	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq4	sp|P14087|ANXA1_CAVCU	67.63	278	89	1	20	853	68	344	2e-133	 390	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq4	sp|P14087|ANXA1_CAVCU	28.02	257	160	8	164	901	44	286	3e-11	67.4	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55857_c0_seq4	sp|P14087|ANXA1_CAVCU	32.26	124	79	2	20	379	224	346	1e-07	56.6	N/A	Annexin A1 OS=Cavia cutleri GN=ANXA1 PE=1 SV=1	N/A
comp55879_c0_seq1	sp|Q8TGM7|ART2_YEAST	64.00	50	18	0	177	326	2	51	4e-11	62.8	N/A	Putative uncharacterized protein ART2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ART2 PE=5 SV=1	N/A
comp55893_c0_seq1	sp|O57592|RL7A_TAKRU	93.02	215	15	0	20	664	52	266	2e-127	 369	N/A	60S ribosomal protein L7a OS=Takifugu rubripes GN=rpl7a PE=3 SV=3	N/A
comp55893_c0_seq2	sp|P32429|RL7A_CHICK	100.00	53	0	0	43	201	29	81	2e-30	 112	N/A	60S ribosomal protein L7a OS=Gallus gallus GN=RPL7A PE=2 SV=2	N/A
comp55902_c1_seq1	sp|Q8TGM6|TAR1_YEAST	79.31	29	6	0	476	390	43	71	5e-06	51.2	N/A	Protein TAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAR1 PE=2 SV=1	N/A
comp55938_c0_seq1	sp|Q35920|ATP6_SALSA	70.35	226	67	0	697	20	1	226	3e-55	 186	N/A	ATP synthase subunit a OS=Salmo salar GN=mt-atp6 PE=3 SV=3	N/A
comp55938_c1_seq1	sp|P34188|COX1_FORLA	87.31	134	17	0	412	11	347	480	2e-72	 231	N/A	Cytochrome c oxidase subunit 1 OS=Formosania lacustris GN=mt-co1 PE=3 SV=1	N/A
comp55938_c1_seq2	sp|P00398|COX1_XENLA	83.33	78	13	0	236	3	398	475	1e-36	 132	N/A	Cytochrome c oxidase subunit 1 OS=Xenopus laevis GN=mt-co1 PE=3 SV=1	N/A
comp55938_c1_seq3	sp|P00407|COX2_XENLA	73.40	188	50	0	565	2	1	188	6e-83	 255	N/A	Cytochrome c oxidase subunit 2 OS=Xenopus laevis GN=mt-co2 PE=3 SV=1	N/A
comp55964_c1_seq1	sp|Q9N2D3|PEPC_CALJA	60.07	278	102	3	5	823	115	388	1e-112	 339	N/A	Gastricsin OS=Callithrix jacchus GN=PGC PE=1 SV=1	N/A
comp55964_c1_seq2	sp|P03955|PEPC_MACFU	60.35	227	81	3	5	670	104	326	2e-89	 276	N/A	Gastricsin (Fragment) OS=Macaca fuscata fuscata GN=PGC PE=1 SV=2	N/A
comp55983_c0_seq1	sp|Q04202|TCB2_CAEBR	46.38	69	36	1	25	231	151	218	3e-13	65.9	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp55983_c0_seq2	sp|Q04202|TCB2_CAEBR	43.37	83	46	1	25	273	151	232	8e-16	73.9	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp55983_c0_seq3	sp|Q04202|TCB2_CAEBR	46.15	65	34	1	25	219	151	214	4e-13	65.9	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp55997_c0_seq1	sp|P00398|COX1_XENLA	87.00	100	13	0	586	885	3	102	2e-32	 129	N/A	Cytochrome c oxidase subunit 1 OS=Xenopus laevis GN=mt-co1 PE=3 SV=1	N/A
comp55997_c0_seq2	sp|Q599A1|COX1_BALBO	85.48	186	27	0	1	558	107	292	4e-80	 253	N/A	Cytochrome c oxidase subunit 1 OS=Balaenoptera borealis GN=MT-CO1 PE=3 SV=1	N/A
comp55997_c0_seq3	sp|P00398|COX1_XENLA	82.35	68	12	0	1	204	225	292	8e-31	 116	N/A	Cytochrome c oxidase subunit 1 OS=Xenopus laevis GN=mt-co1 PE=3 SV=1	N/A
comp55997_c0_seq4	sp|O03521|COX1_CASBE	85.97	221	31	0	1	663	73	293	2e-95	 289	N/A	Cytochrome c oxidase subunit 1 (Fragment) OS=Casuarius bennetti GN=MT-CO1 PE=3 SV=1	N/A
comp56036_c0_seq1	sp|Q99895|CTRC_HUMAN	65.74	251	82	4	48	794	16	264	2e-115	 340	N/A	Chymotrypsin-C OS=Homo sapiens GN=CTRC PE=1 SV=2	N/A
comp56036_c0_seq2	sp|Q99895|CTRC_HUMAN	63.00	200	70	4	48	641	16	213	1e-84	 259	N/A	Chymotrypsin-C OS=Homo sapiens GN=CTRC PE=1 SV=2	N/A
comp56036_c0_seq3	sp|Q7M3E1|CTRC_BOVIN	66.01	253	82	4	48	800	16	266	3e-116	 343	N/A	Chymotrypsin-C OS=Bos taurus GN=CTRC PE=1 SV=2	N/A
comp56047_c0_seq1	sp|P68105|EF1A1_RABIT	96.07	433	16	1	50	1348	1	432	0.0	 864	N/A	Elongation factor 1-alpha 1 OS=Oryctolagus cuniculus GN=EEF1A1 PE=1 SV=1	N/A
comp56047_c0_seq2	sp|P13549|EF1A0_XENLA	96.91	259	7	1	50	826	1	258	0.0	 518	N/A	Elongation factor 1-alpha, somatic form OS=Xenopus laevis GN=eef1as PE=2 SV=1	N/A
comp56055_c0_seq2	sp|Q9NBX4|RTXE_DROME	31.15	122	83	1	489	124	457	577	1e-09	60.1	N/A	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1	N/A
comp56055_c0_seq4	sp|Q9NBX4|RTXE_DROME	31.15	122	83	1	477	112	457	577	1e-09	60.5	N/A	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1	N/A
comp56060_c0_seq1	sp|P10982|ACT1_ABSGL	95.56	90	4	0	69	338	1	90	4e-60	 187	N/A	Actin-1 (Fragment) OS=Absidia glauca GN=ACT1 PE=3 SV=1	N/A
comp56060_c1_seq2	sp|P84336|ACTB_CAMDR	100.00	135	0	0	1	405	82	216	8e-94	 282	N/A	Actin, cytoplasmic 1 OS=Camelus dromedarius GN=ACTB PE=1 SV=1	N/A
comp56060_c1_seq3	sp|P84856|ACTB_CERPY	100.00	157	0	0	1	471	205	361	1e-107	 329	N/A	Actin, cytoplasmic 1 OS=Cercopithecus pygerythrus GN=ACTB PE=1 SV=1	N/A
comp56060_c1_seq7	sp|P84336|ACTB_CAMDR	100.00	127	0	0	1	381	82	208	9e-88	 266	N/A	Actin, cytoplasmic 1 OS=Camelus dromedarius GN=ACTB PE=1 SV=1	N/A
comp56060_c1_seq8	sp|P84856|ACTB_CERPY	100.00	157	0	0	1	471	205	361	1e-107	 329	N/A	Actin, cytoplasmic 1 OS=Cercopithecus pygerythrus GN=ACTB PE=1 SV=1	N/A
